Id,LotFrontage,LotArea,LotShape,Neighborhood,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,HeatingQC,GrLivArea,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,SalePrice,TotalSF,TotalFinishedBsmt,TotalBath,OutdoorFeatureSF
136,80.0,10400,Reg,NWAmes,1Story,7,38,38,Plywood,Plywood,BrkFace,288.0,3,PConc,3,1,1,4,1682,3,7,1,4,Attchd,38.0,1,2,530,174000,3516,0,2.0,98
137,69.0,10355,IR1,NAmes,1Story,5,40,40,MetalSd,MetalSd,BrkFace,196.0,3,CBlock,3,1,4,3,1214,3,5,1,2,Attchd,40.0,2,1,318,143000,2746,695,2.0,111
138,82.0,11070,Reg,Mitchel,1Story,7,18,17,VinylSd,VinylSd,BrkFace,70.0,3,CBlock,3,1,1,4,1959,3,9,0,0,2Types,17.0,1,3,766,171000,4632,0,3.0,0
139,73.0,9066,IR1,CollgCr,2Story,8,9,8,VinylSd,VinylSd,BrkFace,320.0,4,PConc,4,2,6,5,1852,4,7,2,3,Attchd,9.0,3,3,660,230000,3516,668,2.5,330
140,65.0,15426,IR1,CollgCr,2Story,6,12,12,VinylSd,VinylSd,None,0.0,3,PConc,4,1,6,5,1764,4,7,0,0,Attchd,12.0,2,2,470,231500,3162,821,3.5,375
141,70.0,10500,Reg,NAmes,1Story,4,39,39,HdBoard,HdBoard,None,0.0,3,CBlock,3,1,5,3,864,3,5,1,1,not present,30.5,0,0,0,115000,1728,432,1.0,0
142,78.0,11645,Reg,CollgCr,1Story,7,1,1,VinylSd,VinylSd,None,0.0,4,PConc,4,3,6,5,1734,4,7,0,0,Attchd,1.0,3,2,660,260000,4128,1300,3.0,184
143,71.0,8520,Reg,NAmes,1.5Fin,5,58,58,BrkFace,Wd Sdng,None,0.0,3,CBlock,3,1,3,2,1385,3,6,0,0,Detchd,10.0,1,2,720,166000,3015,507,2.0,0
144,78.0,10335,IR1,CollgCr,1Story,7,10,10,VinylSd,VinylSd,BrkFace,183.0,4,PConc,4,4,6,5,1501,4,6,0,0,Attchd,10.0,2,2,577,204000,3568,679,3.0,173
145,70.0,9100,Reg,Sawyer,1Story,5,43,43,HdBoard,HdBoard,BrkFace,336.0,3,CBlock,3,1,3,3,1728,3,10,0,0,Detchd,43.0,1,2,504,125000,3960,1332,3.0,0
146,24.0,2522,Reg,Edwards,2Story,6,2,0,VinylSd,VinylSd,Stone,50.0,4,PConc,4,1,1,5,1709,4,7,0,0,Detchd,2.0,1,2,380,130000,3059,0,2.0,40
147,51.0,6120,Reg,BrkSide,1Story,5,78,16,Wd Sdng,Wd Sdng,None,0.0,3,BrkTil,3,1,4,3,875,3,5,0,0,Detchd,78.0,1,1,180,105000,1770,209,2.0,48
148,69.0,9505,IR1,Gilbert,2Story,7,9,9,VinylSd,VinylSd,BrkFace,180.0,4,PConc,4,1,1,5,2035,4,8,1,4,BuiltIn,9.0,3,2,434,222500,3353,0,2.5,192
149,63.0,7500,Reg,SawyerW,1Story,7,4,3,VinylSd,VinylSd,BrkFace,120.0,3,PConc,4,1,6,5,1080,4,6,0,0,not present,28.5,0,0,0,141000,2160,680,2.0,0
150,69.0,6240,Reg,BrkSide,1.5Fin,5,70,56,MetalSd,MetalSd,None,0.0,3,BrkTil,4,1,1,4,1344,3,7,0,0,Detchd,70.0,1,1,240,115000,2480,0,1.0,314
151,120.0,10356,Reg,CollgCr,1Story,5,32,32,HdBoard,HdBoard,None,0.0,3,CBlock,3,3,4,3,969,3,5,0,0,Attchd,32.0,1,2,440,122000,2378,716,1.5,0
152,107.0,13891,Reg,NridgHt,1Story,8,1,0,VinylSd,VinylSd,Stone,436.0,4,PConc,5,4,6,5,1710,4,6,1,4,Attchd,1.0,2,3,866,372402,4286,1400,3.0,102
153,69.0,14803,IR1,NWAmes,2Story,6,35,35,HdBoard,HdBoard,BrkFace,252.0,3,CBlock,3,1,3,4,1993,3,8,1,4,Attchd,35.0,2,2,495,190000,3313,416,2.5,66
154,69.0,13500,Reg,ClearCr,1Story,6,48,33,BrkFace,Plywood,None,0.0,3,CBlock,4,4,4,4,1252,3,4,1,4,Attchd,48.0,2,2,564,235000,3418,1509,2.0,409
155,84.0,11340,Reg,OldTown,1Story,6,83,56,Wd Sdng,Wd Sdng,None,0.0,3,BrkTil,3,1,1,3,1200,3,7,0,0,Detchd,83.0,1,1,312,125000,2712,0,1.0,228
156,60.0,9600,Reg,Edwards,1.5Fin,6,84,58,Wd Sdng,Wd Sdng,None,0.0,3,BrkTil,3,1,1,2,1096,3,5,0,0,not present,28.5,0,0,0,79000,1668,0,1.0,136
157,60.0,7200,Reg,NAmes,1Story,5,56,56,Wd Sdng,Wd Sdng,None,0.0,3,CBlock,0,0,0,3,1040,3,5,0,0,Detchd,56.0,1,2,625,109500,1665,0,1.0,0
158,92.0,12003,Reg,Timber,2Story,8,1,0,VinylSd,VinylSd,BrkFace,84.0,4,PConc,5,1,1,5,1968,5,8,1,4,BuiltIn,1.0,3,3,680,269500,3422,0,2.5,75
159,100.0,12552,Reg,Somerst,2Story,7,6,5,VinylSd,VinylSd,None,0.0,4,PConc,4,1,6,5,1947,4,8,1,4,Attchd,6.0,2,2,678,254900,3616,222,2.5,136
161,69.0,11120,IR1,Veenker,1Story,6,24,24,Plywood,Plywood,None,0.0,3,PConc,4,1,4,3,1232,3,6,0,0,Attchd,24.0,1,2,516,162500,2980,660,2.0,0
162,110.0,13688,IR1,NridgHt,2Story,9,5,4,VinylSd,VinylSd,BrkFace,664.0,4,PConc,5,3,6,5,2668,5,10,2,4,BuiltIn,5.0,3,3,726,412500,4966,1016,3.5,400
163,95.0,12182,Reg,NridgHt,1Story,7,5,5,VinylSd,VinylSd,BrkFace,226.0,4,PConc,4,2,4,5,1541,4,7,1,4,Attchd,5.0,2,2,532,220000,3614,1201,2.0,70
164,55.0,5500,Reg,OldTown,1.5Unf,4,51,51,MetalSd,MetalSd,None,0.0,3,CBlock,3,1,1,5,882,3,4,0,0,not present,27.5,0,0,0,103200,1764,0,1.0,0
165,40.0,5400,Reg,OldTown,1Story,6,81,3,MetalSd,MetalSd,None,0.0,3,BrkTil,3,2,2,4,1616,4,5,0,0,Detchd,81.0,1,1,216,152000,2981,370,2.0,183
166,62.0,10106,Reg,Edwards,1.5Fin,5,68,9,Wd Sdng,Wd Sdng,None,0.0,3,BrkTil,3,1,5,4,1355,3,6,0,0,not present,28.5,0,0,0,127500,1999,532,3.0,140
168,86.0,10562,Reg,NridgHt,2Story,8,0,0,VinylSd,VinylSd,Stone,300.0,4,PConc,5,1,6,5,2161,5,8,1,4,Attchd,0.0,3,3,789,325624,4532,1288,2.5,298
169,62.0,8244,IR1,Gilbert,2Story,7,3,3,VinylSd,VinylSd,None,0.0,4,PConc,4,1,1,5,1720,4,7,1,4,Attchd,3.0,3,2,440,183500,3000,0,2.5,148
171,69.0,12358,IR1,OldTown,1.5Fin,5,66,57,MetalSd,MetalSd,None,0.0,3,CBlock,3,1,3,3,1382,3,7,0,0,Detchd,16.0,1,2,660,128500,2762,360,1.5,237
172,141.0,31770,IR1,NAmes,1Story,6,50,50,BrkFace,Plywood,Stone,112.0,3,CBlock,3,4,4,2,1656,3,7,2,4,Attchd,50.0,3,2,528,215000,3264,639,2.0,272
173,44.0,5306,IR1,StoneBr,2Story,7,19,19,HdBoard,HdBoard,None,0.0,4,PConc,4,1,6,4,1767,4,5,1,3,Attchd,19.0,2,2,504,239000,3335,710,3.0,476
174,80.0,10197,IR1,NAmes,1Story,6,47,47,WdShing,Wd Shng,BrkCmn,491.0,3,CBlock,3,1,5,3,1362,3,6,1,3,Attchd,47.0,1,2,504,163000,3228,662,2.5,20
175,47.0,12416,IR1,Timber,1Story,6,22,22,VinylSd,Plywood,Stone,132.0,3,CBlock,4,1,5,3,1651,3,7,1,3,Attchd,22.0,3,2,616,184000,3873,1606,3.0,192
176,84.0,12615,Reg,Edwards,1Story,6,57,6,WdShing,Wd Shng,None,0.0,3,CBlock,3,3,5,3,2158,4,7,1,4,Attchd,57.0,1,2,576,243000,3936,477,3.0,68
177,97.0,10029,IR1,ClearCr,2Story,6,19,18,Plywood,Plywood,BrkFace,268.0,4,PConc,4,1,6,3,2060,3,8,1,3,Attchd,19.0,1,2,521,211000,3732,831,3.0,420
178,69.0,13650,Reg,Sawyer,1.5Fin,5,48,48,MetalSd,MetalSd,None,0.0,4,CBlock,3,1,5,5,1920,4,8,1,4,Attchd,48.0,1,2,451,172500,3423,498,3.0,0
179,63.0,17423,IR1,StoneBr,1Story,9,1,0,VinylSd,VinylSd,Stone,748.0,5,PConc,5,1,6,5,2234,5,9,1,4,Attchd,0.0,3,3,1166,501837,5616,1904,3.0,60
180,60.0,8520,Reg,OldTown,1Story,5,84,1,Wd Sdng,Wd Sdng,None,0.0,4,CBlock,3,1,1,3,968,3,5,0,0,Detchd,72.0,1,2,480,100000,2416,0,1.0,184
181,69.0,2117,Reg,Somerst,2Story,6,7,7,MetalSd,MetalSd,BrkFace,456.0,4,PConc,4,1,6,5,1525,4,5,1,3,Detchd,7.0,1,2,440,177000,2721,436,2.5,0
182,54.0,7588,Reg,Crawfor,2Story,7,86,56,Stucco,Stucco,None,0.0,3,BrkTil,2,1,2,4,1802,3,9,1,4,Detchd,86.0,1,1,216,200100,2811,352,1.5,40
183,60.0,9060,Reg,Edwards,1Story,5,50,1,Wd Sdng,Wd Sdng,BrkFace,98.0,3,PConc,0,0,0,5,1340,3,7,1,4,Attchd,50.0,2,1,252,120000,1592,0,1.0,296
185,92.0,7438,IR1,BrkSide,1.5Fin,5,98,15,AsbShng,Plywood,None,0.0,3,PConc,2,1,1,4,1252,3,5,0,0,Attchd,20.0,1,2,576,127000,2332,0,1.0,104
187,69.0,9947,IR1,Mitchel,SLvl,7,19,18,HdBoard,HdBoard,None,0.0,3,PConc,4,3,6,5,1217,4,6,0,0,Attchd,19.0,1,2,497,173000,2902,611,3.0,195
188,60.0,10410,Reg,OldTown,1.5Fin,5,93,22,HdBoard,HdBoard,None,0.0,3,CBlock,2,1,1,5,1656,3,8,0,0,Detchd,93.0,1,1,180,135000,2496,0,2.5,140
189,64.0,7018,Reg,SawyerW,SFoyer,5,30,30,Plywood,Plywood,Stone,275.0,3,CBlock,4,3,6,3,1224,3,6,2,3,Detchd,30.0,1,2,528,153337,2838,1086,3.0,120
190,41.0,4923,Reg,StoneBr,1Story,8,7,6,CemntBd,CmentBd,None,0.0,4,PConc,5,3,6,5,1593,5,5,1,4,Attchd,7.0,3,2,682,286000,3868,1153,2.5,344
191,70.0,10570,Reg,Crawfor,2Story,8,75,13,BrkFace,BrkFace,None,0.0,4,CBlock,4,1,3,3,2727,4,10,2,3,Detchd,75.0,1,2,440,315000,4020,297,2.5,74
192,69.0,7472,IR1,NAmes,2Story,7,35,3,HdBoard,HdBoard,BrkFace,138.0,3,CBlock,3,1,5,4,1479,4,7,0,0,Attchd,35.0,3,2,484,184000,2688,626,2.5,32
193,68.0,9017,IR1,CollgCr,1Story,7,10,10,VinylSd,VinylSd,None,0.0,4,PConc,4,3,6,5,1431,4,6,0,0,Attchd,10.0,3,2,666,192000,3528,560,3.0,35
194,24.0,2522,Reg,Edwards,2Story,7,2,2,VinylSd,VinylSd,Stone,50.0,4,PConc,4,1,1,5,1709,4,7,0,0,Detchd,2.0,1,2,380,130000,3059,0,2.0,40
195,60.0,7180,IR1,CollgCr,1Story,5,36,36,HdBoard,HdBoard,None,0.0,3,CBlock,3,3,5,3,864,3,5,0,0,Detchd,19.0,1,1,352,127000,2080,390,1.0,0
196,24.0,2280,Reg,NPkVill,2Story,6,33,33,Plywood,Brk Cmn,None,0.0,3,CBlock,4,1,5,3,1456,3,7,1,3,Attchd,33.0,1,2,440,148500,2751,566,2.5,87
199,92.0,5520,Reg,OldTown,2.5Fin,6,97,59,Wd Sdng,Wd Sdng,None,0.0,3,CBlock,3,1,1,5,2229,3,8,0,0,not present,29.5,0,0,0,104000,2984,0,1.0,228
200,76.0,9591,Reg,NridgHt,1Story,8,5,4,VinylSd,VinylSd,BrkFace,262.0,4,PConc,5,3,6,5,1713,5,7,1,4,Attchd,5.0,3,3,856,274900,4282,1088,3.0,196
201,80.0,8546,Reg,Edwards,1Story,4,7,6,VinylSd,VinylSd,None,0.0,3,PConc,4,1,1,5,1121,3,5,0,0,Attchd,7.0,2,2,440,140000,2682,0,2.0,196
202,75.0,10125,Reg,Mitchel,1Story,6,31,31,Plywood,Plywood,None,0.0,3,CBlock,3,1,5,3,1279,3,6,2,2,Detchd,28.0,1,2,473,171500,2948,920,2.5,321
203,50.0,7000,Reg,OldTown,1.5Fin,6,82,56,MetalSd,MetalSd,None,0.0,3,BrkTil,2,1,2,4,1310,3,6,0,0,Attchd,82.0,1,1,398,112000,2325,617,2.0,126
204,69.0,4438,Reg,CollgCr,1Story,6,4,4,VinylSd,VinylSd,BrkFace,205.0,4,PConc,4,3,6,5,848,4,3,1,4,Attchd,4.0,2,2,420,149000,2116,662,2.0,149
205,50.0,3500,Reg,OldTown,1.5Fin,5,62,59,AsbShng,AsbShng,None,0.0,3,CBlock,3,1,2,3,1284,3,5,0,0,Detchd,61.0,1,1,240,110000,2244,312,1.5,35
207,40.0,13673,IR1,Sawyer,1Story,5,45,45,HdBoard,HdBoard,None,0.0,3,CBlock,3,1,1,3,1696,3,8,1,3,Attchd,45.0,2,1,349,143900,3185,0,1.5,30
208,69.0,12493,IR1,NAmes,1Story,4,48,48,Wd Sdng,Wd Sdng,None,0.0,3,PConc,3,1,5,3,1100,3,6,1,1,Attchd,48.0,2,1,312,141000,2512,725,2.0,355
209,69.0,14364,IR1,SawyerW,2Story,7,19,18,Plywood,Plywood,BrkFace,128.0,4,CBlock,4,4,6,5,2062,3,7,1,4,Attchd,19.0,3,2,454,277000,3673,1065,3.5,269
210,75.0,8250,Reg,NAmes,1Story,6,44,44,HdBoard,HdBoard,Stone,260.0,3,CBlock,4,1,3,5,1092,3,6,0,0,Attchd,44.0,2,2,504,145000,2688,787,2.0,0
211,67.0,5604,Reg,Edwards,1Story,5,83,58,Stucco,Stucco,None,0.0,3,CBlock,3,1,3,3,864,3,5,0,0,not present,28.5,0,0,0,98000,1728,468,2.0,96
212,83.0,10420,Reg,Edwards,1Story,6,1,1,VinylSd,VinylSd,None,0.0,3,PConc,4,2,6,5,1212,4,6,0,0,Attchd,1.0,2,2,460,186000,2884,36,2.0,122
213,72.0,8640,Reg,Somerst,2Story,7,0,0,VinylSd,VinylSd,None,0.0,3,PConc,4,1,6,5,1852,4,7,1,3,Attchd,0.0,2,2,644,252678,3396,822,3.5,276
214,43.0,13568,IR2,CollgCr,1Story,5,11,11,VinylSd,VinylSd,None,0.0,3,PConc,4,1,5,5,990,3,5,0,0,Attchd,10.0,1,2,576,156000,2556,716,1.5,224
215,69.0,10900,IR1,CollgCr,2Story,6,33,33,HdBoard,HdBoard,BrkFace,153.0,3,CBlock,4,1,6,5,1392,3,6,0,0,Attchd,33.0,3,1,299,161750,2380,378,1.5,36
216,72.0,10011,IR1,NAmes,1Story,5,49,10,HdBoard,HdBoard,BrkFace,64.0,3,CBlock,3,1,4,3,1236,4,6,1,2,Attchd,49.0,1,1,447,134450,2753,360,1.5,0
217,65.0,8450,Reg,CollgCr,1Story,7,4,4,VinylSd,VinylSd,BrkFace,266.0,4,PConc,4,2,6,5,1436,4,8,0,0,Attchd,4.0,1,2,484,210000,3356,946,3.0,237
218,57.0,9906,Reg,OldTown,2Story,4,81,56,MetalSd,MetalSd,None,0.0,3,CBlock,3,1,1,2,1328,3,8,0,0,Detchd,66.0,1,1,210,107000,2224,0,1.0,232
219,69.0,15660,IR1,Crawfor,1.5Fin,7,69,2,VinylSd,VinylSd,BrkFace,312.0,4,CBlock,3,1,4,5,1954,4,8,2,3,Attchd,69.0,1,2,431,311500,3183,341,2.0,269
220,43.0,3010,Reg,Blmngtn,1Story,7,1,0,VinylSd,VinylSd,BrkFace,16.0,4,PConc,4,3,6,5,1248,4,5,0,0,Attchd,1.0,3,2,438,167240,2934,16,2.0,108
221,73.0,8990,IR1,CollgCr,1Story,7,0,0,VinylSd,VinylSd,None,0.0,4,PConc,4,2,1,5,1498,4,5,0,0,Attchd,0.0,2,2,675,204900,3671,0,2.0,384
222,69.0,8068,IR1,Gilbert,2Story,6,7,7,VinylSd,VinylSd,None,0.0,4,PConc,4,1,1,5,2267,4,8,1,3,BuiltIn,7.0,2,2,390,200000,3667,0,2.5,166
223,85.0,11475,Reg,NWAmes,2Story,6,31,31,VinylSd,VinylSd,None,0.0,3,CBlock,4,1,5,3,1552,3,6,1,3,Attchd,31.0,2,2,434,179900,2699,550,3.5,417
224,70.0,10500,Reg,NAmes,1Story,4,38,38,HdBoard,HdBoard,None,0.0,3,CBlock,3,1,5,4,864,3,4,0,0,Detchd,20.0,1,2,576,97000,2304,704,1.0,216
225,103.0,13472,Reg,NridgHt,1Story,10,6,6,VinylSd,VinylSd,BrkFace,922.0,5,PConc,5,4,6,5,2392,5,8,1,5,Attchd,6.0,3,3,968,386250,5752,56,2.0,353
226,21.0,1680,Reg,BrDale,2Story,5,38,38,HdBoard,HdBoard,BrkFace,142.0,3,CBlock,3,1,1,3,1302,3,6,0,0,Detchd,18.0,1,1,280,112000,2212,0,2.5,0
227,82.0,9950,IR1,NoRidge,2Story,7,12,12,VinylSd,VinylSd,BrkFace,290.0,4,PConc,4,1,6,5,2520,4,9,1,3,Attchd,12.0,2,3,721,290000,4444,565,2.5,338
228,21.0,1869,Reg,BrDale,2Story,6,38,38,HdBoard,HdBoard,BrkFace,127.0,3,CBlock,3,1,3,3,987,3,5,0,0,Detchd,21.0,1,1,280,106000,1750,321,1.5,0
229,70.0,8521,Reg,Sawyer,1Story,5,43,43,HdBoard,HdBoard,None,0.0,3,CBlock,3,1,5,3,912,3,5,1,2,Detchd,36.0,1,1,336,125000,2160,842,1.0,0
230,43.0,3182,Reg,Blmngtn,1Story,7,4,3,VinylSd,VinylSd,BrkFace,16.0,4,PConc,4,3,6,5,1555,4,7,1,3,Attchd,4.0,3,2,430,192500,3358,16,2.0,163
231,73.0,8760,Reg,NAmes,1Story,6,51,51,MetalSd,MetalSd,BrkFace,220.0,3,CBlock,3,1,1,3,1194,3,6,0,0,Attchd,51.0,2,1,312,148000,2700,0,2.0,120
232,174.0,15138,IR1,NoRidge,2Story,8,14,13,VinylSd,VinylSd,BrkFace,506.0,4,PConc,4,1,6,5,2794,5,9,1,3,Attchd,14.0,3,3,810,403000,5066,689,3.5,348
233,21.0,1680,Reg,BrDale,2Story,6,34,34,HdBoard,HdBoard,BrkFace,297.0,3,CBlock,3,1,1,3,987,3,5,1,1,Attchd,34.0,1,1,288,94500,1758,0,1.5,0
234,75.0,10650,Reg,CollgCr,1Story,5,34,34,HdBoard,HdBoard,None,0.0,3,CBlock,3,3,2,3,894,3,5,0,0,Attchd,34.0,1,1,308,128200,2096,894,2.0,365
236,21.0,1680,Reg,BrDale,2Story,6,37,37,HdBoard,HdBoard,BrkFace,604.0,3,CBlock,3,1,5,3,987,3,5,0,0,Detchd,37.0,1,1,264,89500,1734,358,1.5,0
237,65.0,8773,Reg,CollgCr,1Story,7,6,6,VinylSd,VinylSd,BrkFace,98.0,4,PConc,4,3,6,5,1414,4,6,0,0,Attchd,6.0,2,2,494,185500,3322,24,2.0,237
239,93.0,12030,Reg,NridgHt,1Story,8,0,0,VinylSd,VinylSd,BrkFace,254.0,5,PConc,5,1,1,5,1694,4,7,0,0,Attchd,0.0,3,3,818,318000,4206,0,2.0,396
240,52.0,8741,Reg,Edwards,1.5Fin,6,65,60,VinylSd,VinylSd,None,0.0,3,CBlock,3,1,2,3,1487,3,7,1,4,Detchd,61.0,1,1,220,113000,2442,94,1.5,140
241,75.0,9000,Reg,Somerst,1Story,8,2,2,VinylSd,VinylSd,Stone,36.0,4,PConc,4,3,6,5,1566,4,7,0,0,Attchd,2.0,2,2,750,262500,3882,1078,3.0,312
242,40.0,3880,Reg,OldTown,1Story,5,62,10,VinylSd,VinylSd,None,0.0,3,CBlock,3,1,5,4,866,4,4,0,0,not present,27.5,0,0,0,110500,1552,329,1.0,100
243,63.0,5000,Reg,OldTown,1.5Fin,5,106,56,Wd Sdng,Wd Sdng,None,0.0,3,BrkTil,3,1,1,4,1440,3,6,0,0,Attchd,66.0,1,1,352,79000,2332,0,1.0,77
244,75.0,10762,Reg,SawyerW,2Story,6,29,29,Plywood,Plywood,None,0.0,3,CBlock,4,1,1,3,1217,3,6,1,3,Attchd,29.0,2,1,288,120000,2131,0,1.5,28
245,69.0,8880,IR1,SawyerW,2Story,7,16,8,VinylSd,VinylSd,None,0.0,4,PConc,4,1,6,5,2110,4,8,2,2,Attchd,16.0,2,2,463,205000,3521,695,3.5,130
246,80.0,10400,Reg,NWAmes,1Story,7,18,18,Wd Sdng,Wd Sdng,BrkFace,102.0,3,CBlock,4,3,6,4,1872,3,6,1,3,Attchd,18.0,3,2,604,241500,4321,929,2.5,236
247,69.0,9142,Reg,OldTown,2Story,6,96,56,AsbShng,AsbShng,None,0.0,3,Stone,2,1,1,4,1928,2,9,0,0,Detchd,96.0,1,1,440,137000,3388,0,2.0,172
248,75.0,11310,Reg,NAmes,1Story,6,52,52,Wd Sdng,BrkFace,None,0.0,3,CBlock,3,1,1,5,1375,3,5,1,3,Attchd,52.0,1,2,451,140000,3193,0,1.0,30
249,72.0,11317,Reg,CollgCr,2Story,7,4,4,VinylSd,VinylSd,BrkFace,101.0,4,PConc,4,1,1,5,1668,4,8,0,0,Attchd,4.0,2,2,500,180000,3008,0,2.5,212
250,69.0,159000,IR2,ClearCr,1.5Fin,6,49,1,Wd Sdng,HdBoard,BrkCmn,472.0,4,CBlock,4,4,3,4,2144,4,7,2,3,Attchd,49.0,3,2,389,277000,3977,697,2.5,98
251,55.0,5350,IR1,BrkSide,1Story,3,70,44,Wd Sdng,Plywood,None,0.0,3,CBlock,3,1,1,5,1306,2,6,0,0,not present,30.5,0,0,0,76500,2034,0,1.0,263
252,44.0,4750,IR1,Crawfor,1Story,8,1,0,VinylSd,VinylSd,Stone,481.0,4,PConc,4,4,6,5,1625,4,5,1,4,Attchd,1.0,3,2,538,235000,3736,1573,3.5,276
253,65.0,8366,IR1,SawyerW,2Story,6,4,4,VinylSd,VinylSd,None,0.0,4,PConc,4,1,1,5,1640,4,6,0,0,Attchd,4.0,2,2,520,173000,2958,0,2.5,183
254,85.0,9350,Reg,NAmes,SLvl,6,43,16,HdBoard,HdBoard,BrkFace,108.0,3,CBlock,4,4,2,5,1302,4,7,0,0,Attchd,43.0,2,1,309,158000,2913,850,2.5,333
255,70.0,8400,Reg,NAmes,1Story,5,53,53,MetalSd,MetalSd,None,0.0,3,CBlock,3,1,3,3,1314,3,5,0,0,Attchd,53.0,2,1,294,145000,2922,922,2.0,250
256,66.0,8738,IR1,Gilbert,2Story,7,7,7,VinylSd,VinylSd,BrkFace,302.0,4,PConc,4,1,1,5,2291,4,8,1,3,BuiltIn,7.0,3,2,429,230000,3695,0,2.5,192
257,64.0,8791,IR1,Somerst,2Story,6,5,5,VinylSd,VinylSd,None,0.0,4,PConc,4,1,3,5,1728,4,7,0,0,Attchd,5.0,2,2,673,207500,3265,503,2.5,272
258,68.0,8814,Reg,CollgCr,1Story,7,3,3,VinylSd,VinylSd,Stone,180.0,4,PConc,4,1,6,5,1604,4,8,1,4,Attchd,3.0,2,2,660,220000,3868,1334,3.5,233
259,80.0,12435,Reg,CollgCr,2Story,7,7,7,VinylSd,VinylSd,BrkFace,172.0,4,PConc,4,1,6,5,1792,4,7,1,3,Attchd,7.0,2,2,564,231500,3319,361,2.5,341
260,70.0,12702,Reg,OldTown,1Story,5,52,52,BrkFace,BrkFace,None,0.0,3,PConc,0,0,0,4,882,3,4,0,0,Detchd,52.0,1,1,308,97000,1190,0,1.0,45
261,120.0,19296,Reg,NAmes,SLvl,6,47,47,Wd Sdng,Wd Sdng,BrkFace,399.0,3,CBlock,3,4,3,3,1382,3,6,1,3,Attchd,18.0,1,2,884,176000,3628,1362,2.0,252
262,69.0,9588,IR1,CollgCr,2Story,8,0,0,CemntBd,CmentBd,Stone,270.0,4,PConc,5,1,1,5,2574,5,10,1,4,BuiltIn,0.0,3,3,868,276000,4924,0,2.5,148
263,88.0,8471,IR1,Sawyer,SLvl,6,29,11,HdBoard,Plywood,BrkFace,46.0,3,CBlock,4,3,5,3,1212,3,6,1,3,Attchd,28.0,1,2,492,151000,2210,506,2.0,304
264,50.0,5500,Reg,OldTown,1.5Fin,5,81,9,Wd Sdng,Wd Sdng,None,0.0,3,BrkTil,3,1,2,3,1316,3,6,0,0,Detchd,36.0,1,2,484,130000,2726,926,2.0,0
265,30.0,5232,IR3,OldTown,1Story,5,83,4,Wd Sdng,Wd Sdng,None,0.0,3,BrkTil,2,1,1,4,764,3,4,0,0,Detchd,43.0,1,2,504,73000,1948,0,1.0,0
266,78.0,12090,IR1,NWAmes,1Story,6,27,27,MetalSd,MetalSd,BrkFace,210.0,3,CBlock,4,1,6,3,1422,4,7,1,3,Attchd,27.0,3,2,576,175500,3420,816,2.0,276
267,70.0,11207,IR1,Gilbert,2Story,6,9,9,VinylSd,VinylSd,None,0.0,3,PConc,4,3,6,4,1511,3,8,1,3,Attchd,9.0,3,2,413,185000,2726,714,3.5,170
268,60.0,8400,Reg,SWISU,2.5Fin,5,69,11,Wd Sdng,Wd Sdng,None,0.0,3,PConc,3,1,2,5,2192,4,8,1,4,Detchd,69.0,1,1,240,179500,3152,378,2.5,286
269,71.0,6900,Reg,IDOTRR,1Story,5,68,53,VinylSd,VinylSd,None,0.0,3,CBlock,3,1,5,5,778,3,4,1,4,Detchd,42.0,3,1,924,120500,2442,528,1.0,25
270,69.0,7917,IR1,Edwards,1Story,6,31,31,HdBoard,HdBoard,BrkFace,174.0,3,CBlock,3,1,4,3,1113,3,6,1,2,Attchd,20.0,2,1,504,148000,2760,751,2.5,400
271,84.0,10728,Reg,Somerst,2Story,8,0,0,VinylSd,VinylSd,None,0.0,4,PConc,4,2,1,4,1939,4,8,1,4,Attchd,0.0,2,3,1053,266000,4087,0,2.5,243
272,73.0,39104,IR1,ClearCr,1Story,7,54,3,Plywood,Plywood,None,0.0,3,CBlock,4,4,2,5,1363,3,5,2,3,Attchd,54.0,1,2,439,241500,3187,1289,2.0,81
273,92.0,11764,IR1,NoRidge,2Story,8,11,3,VinylSd,VinylSd,BrkFace,348.0,4,PConc,4,1,6,5,2270,4,9,1,4,Attchd,11.0,3,3,671,290000,4093,524,2.5,189
274,80.0,9600,Reg,NAmes,1Story,6,51,21,Wd Sdng,Wd Sdng,BrkCmn,183.0,3,CBlock,3,1,3,4,1632,3,6,1,4,Attchd,51.0,2,1,338,139000,3210,1240,3.0,289
275,76.0,8314,Reg,Mitchel,1Story,5,25,25,HdBoard,ImStucc,None,0.0,3,CBlock,3,4,5,3,816,3,5,0,0,Attchd,25.0,1,1,264,124500,1896,546,1.0,168
276,55.0,7264,Reg,BrkSide,1.5Fin,7,84,2,Wd Sdng,Wd Sdng,None,0.0,4,BrkTil,3,1,1,4,1548,5,5,0,0,Detchd,31.0,1,2,672,205000,3172,0,2.5,218
277,129.0,9196,IR1,Mitchel,1Story,7,7,7,VinylSd,VinylSd,None,0.0,4,PConc,5,1,1,5,1560,4,7,0,0,Attchd,7.0,3,2,573,201000,3693,0,2.0,250
